"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
27,686676,"Lee, Korey",96,28.1,0.269,0.154,0.316,0.423,0.317,0.368,0.295,7,26,82.7,0.8,2298,88.9,89.39,5,25,2,0.5,6.41,106,151,123,147,300,318,285,"1.6","-1.6"
27,679845,"Loftin, Nick",103,26.2,0.238,0,0.263,0.238,0.298,0.318,0.239,5,21,81.5,7.1,2208,89.6,90.27,2,21,6,0.7000000000000028,6.54,109,147,117,142,305,321,295,"-1","1"
27,657136,"Wong, Connor",96,28.1,0.333,0.148,0.444,0.481,0.357,0.256,0.236,9,27,86.3,21.6,2137,87.3,87.21,6,25,2,-0.09999999999999432,6.27,108,151,118,148,292,319,295,"-3","3"
27,665804,"Amaya, Miguel",73,37,0.25,0.125,0.263,0.375,0.297,0.315,0.289,6,24,91.4,2,2132,87.9,88.13,4,24,3,0.19999999999998863,6.5,110,149,123,146,296,322,294,"1.5","-1.5"
27,649966,"Urías, Luis",117,23.1,0.174,0.261,0.25,0.435,0.324,0.316,0.212,4,23,89.2,26.1,2066,89.1,89.61,7,20,7,0.5,6.64,104,152,119,145,296,316,288,"-2.3","2.3"
27,593160,"Merrifield, Whit",113,23.9,0.12,0,0.136,0.12,0.152,0.231,0.207,3,25,78.3,16.5,2321,89.4,89.62,3,25,2,0.19999999999998863,6.49,105,151,112,148,300,315,281,"3.5","-3.5"
27,672695,"Perdomo, Geraldo",109,24.8,0.25,0.042,0.286,0.292,0.294,0.321,0.269,6,24,87.8,15,2156,90.8,91,1,22,5,0.20000000000000284,6.37,111,148,112,150,294,324,290,"0.2","-0.2"
26,543877,"Vázquez, Christian",93,28,0.13,0.13,0.118,0.261,0.183,0.285,0.228,3,23,87.6,14.8,2331,88.8,89.51,5,24,2,0.7000000000000028,6.63,107,149,119,147,303,321,283,"1.6","-1.6"
26,543228,"Gomes, Yan",95,27.4,0.192,0.154,0.235,0.346,0.232,0.268,0.224,5,26,83.5,14.3,2350,89.9,89.93,8,26,0,0,6.39,107,150,123,146,297,318,293,"1.4","-1.4"
25,664314,"Florial, Estevan",92,27.2,0.19,0.381,0.222,0.571,0.379,0.267,0.14,4,21,86.6,6.5,2341,90.2,90.3,6,17,8,0.09999999999999432,6.33,115,147,123,153,287,319,298,"-2.2","2.2"
25,602104,"Urías, Ramón",90,27.8,0.167,0,0.2,0.167,0.172,0.232,0.196,4,24,81,-0.9,2156,91.6,91.77,1,21,4,0.20000000000000284,6.46,112,152,120,147,309,320,288,"1.6","-1.6"
25,663527,"Nevin, Tyler",95,26.3,0.273,0,0.353,0.273,0.301,0.322,0.266,6,22,86.4,5.4,2147,89.1,89.76,5,22,3,0.7000000000000028,6.68,110,152,120,146,303,327,293,"-0.3","0.3"
24,677649,"Duran, Ezequiel",111,21.6,0.2,0.05,0.286,0.25,0.284,0.274,0.173,4,20,89.5,4.7,2132,88,88.11,6,20,4,0.09999999999999432,6.44,107,151,119,147,306,324,292,"1.5","-1.5"
23,571912,"Maile, Luke",94,24.5,0.15,0.15,0.154,0.3,0.26,0.266,0.194,3,20,85.3,12.3,2198,89.3,89.73,5,19,4,0.4000000000000057,6.63,111,151,124,148,295,320,289,"0.4","-0.4"
23,666152,"Hamilton, David",93,24.7,0.19,0.143,0.3,0.333,0.269,0.216,0.16,4,21,89.9,8.4,2107,88.1,84.46,8,19,4,-3.5999999999999943,6.37,112,146,118,152,276,320,305,"2.1","-2.1"
23,542194,"Bethancourt, Christian",81,28.4,0,0,0,0,0.031,0.202,0.164,0,22,88.3,10.1,2288,87.5,87.85,6,22,1,0.4000000000000057,6.57,112,151,118,147,307,320,290,"5.1","-5.1"
23,672356,"Arias, Gabriel",78,29.5,0.227,0.182,0.235,0.409,0.294,0.278,0.211,5,22,87.9,11.2,2332,89.1,89.17,3,21,2,0.10000000000000853,6.26,106,149,117,146,292,317,289,"0.8","-0.8"
23,670042,"Raley, Luke",80,28.7,0.13,0.043,0.2,0.174,0.134,0.215,0.225,3,23,88.5,11.9,2005,88.5,89.21,6,21,2,0.7000000000000028,6.67,114,146,118,152,295,323,298,"3.8","-3.8"
23,666703,"Rosario, Eguy",80,28.7,0.238,0.429,0.3,0.667,0.409,0.327,0.211,5,21,88.6,15.7,2107,89.6,89.57,8,20,3,0,6.43,110,152,122,148,299,316,292,"0","0"
22,545341,"Grichuk, Randal",75,29.3,0.15,0.15,0.118,0.3,0.208,0.162,0.102,3,20,88.4,18.1,2239,88.6,89.21,2,20,2,0.6000000000000085,6.55,106,152,123,146,310,333,297,"1.2","-1.2"
22,669699,"Shewmake, Braden",73,30.1,0.2,0.2,0.176,0.4,0.266,0.274,0.22,4,20,88,23.2,2294,89.1,89.45,2,20,2,0.4000000000000057,6.48,112,142,114,148,287,318,297,"2.7","-2.7"
22,687231,"Hernaiz, Darell",85,25.9,0.095,0,0.167,0.095,0.114,0.18,0.156,2,21,83.8,7.2,2050,88,88.35,7,19,3,0.29999999999999716,6.62,111,152,120,147,300,317,287,"2.4","-2.4"
21,596146,"Kepler, Max",89,23.6,0.05,0,0.071,0.05,0.077,0.116,0.083,1,20,87.7,35.1,2209,86.5,86.58,6,20,1,0.09999999999999432,6.49,118,147,130,151,295,317,298,"4.2","-4.2"
21,596142,"Sánchez, Gary",75,28,0.15,0.15,0.118,0.3,0.218,0.392,0.26,3,20,87.3,22.9,2367,84.3,84.18,1,19,2,-0.09999999999999432,6.38,102,152,122,145,307,323,288,"0.6","-0.6"
21,666176,"Adell, Jo",90,23.3,0.211,0.263,0.2,0.474,0.295,0.404,0.333,4,19,84.5,12.4,2263,89.3,89.7,4,20,1,0.4000000000000057,6.65,105,148,119,142,303,322,292,"1.8","-1.8"
21,605170,"Caratini, Victor",82,25.6,0.333,0.238,0.462,0.571,0.391,0.267,0.26,7,21,92.4,4.6,2213,90.2,90.16,5,19,2,0,6.3,118,145,124,151,285,322,297,"-3.2","3.2"
21,660644,"Bruján, Vidal",82,25.6,0.1,0.05,0.118,0.15,0.137,0.194,0.17,2,20,82.9,17.4,2309,88.1,88.3,2,19,2,0.20000000000000284,6.44,114,150,110,149,298,320,284,"1.6","-1.6"
21,543510,"McCann, James",66,31.8,0.238,0.048,0.294,0.286,0.232,0.252,0.228,5,21,88,12.8,2318,90.2,90.67,3,20,1,0.5,6.65,111,152,121,148,316,325,291,"0.9","-0.9"
21,542932,"Berti, Jon",88,23.9,0.211,0,0.308,0.211,0.216,0.244,0.222,4,19,73.5,12.7,2304,90.6,90.71,4,18,3,0.10000000000000853,6.48,105,149,117,147,297,312,274,"2.1","-2.1"
21,641658,"Hampson, Garrett",82,25.6,0.2,0.05,0.444,0.25,0.223,0.18,0.152,4,20,83.8,30.6,2287,86.5,87.05,8,17,4,0.5999999999999943,6.61,107,150,117,148,305,322,288,"1.1","-1.1"
20,607054,"Peterson, Jace",85,23.5,0.063,0,0.091,0.063,0.151,0.256,0.193,1,16,84.4,-11.3,2222,89.4,90.08,6,17,3,0.6999999999999886,6.67,106,145,116,152,296,328,307,"2.7","-2.7"
20,622761,"Mateo, Jorge",86,23.3,0.316,0.158,0.5,0.474,0.362,0.303,0.249,6,19,82.2,14.5,2207,88,88.33,5,17,3,0.29999999999999716,6.58,111,152,114,148,315,324,291,"-2.3","2.3"
20,500743,"Rojas, Miguel",61,32.8,0.25,0.3,0.214,0.55,0.342,0.248,0.232,5,20,85.8,-0.6,2061,89.6,90.06,1,17,3,0.5,6.64,113,152,117,149,304,313,285,"-0.1","0.1"
20,608596,"Murphy, Tom",81,24.7,0.118,0.059,0.154,0.176,0.215,0.306,0.201,2,17,88.3,7.7,2308,87.8,87.9,4,17,3,0.10000000000000853,6.48,109,152,122,146,297,323,295,"1.3","-1.3"
20,675961,"Williams, Alika",69,29,0.294,0.118,0.357,0.412,0.329,0.263,0.219,5,17,81,18.8,2288,91.8,92.2,2,18,2,0.4000000000000057,6.6,101,146,108,144,298,314,281,"-1.4","1.4"
19,595978,"Hedges, Austin",92,20.7,0.111,0.056,0.2,0.167,0.115,0.09,0.097,2,18,82.1,20.5,2240,89.4,89.07,8,18,1,-0.30000000000001137,6.12,102,146,117,142,292,316,289,"2.6","-2.6"
19,607680,"Pillar, Kevin",87,21.8,0.214,0.143,0.3,0.357,0.351,0.354,0.21,3,14,79.8,21.4,2084,85.8,86.31,2,13,6,0.5,6.66,108,149,116,145,292,321,289,"-0.6","0.6"
19,656896,"Rivera, Emmanuel",85,22.4,0.176,0,0.214,0.176,0.217,0.211,0.161,3,17,87.9,13.9,2350,84.9,84.66,3,17,2,-0.20000000000000284,6.26,109,152,122,147,306,322,286,"1","-1"
19,673962,"Jung, Josh",89,21.3,0.412,0.529,0.455,0.941,0.586,0.399,0.289,7,17,86.6,11.5,2268,89.7,89.75,3,16,3,0,6.4,108,148,120,145,313,322,288,"-3.8","3.8"
18,666915,"Dalbec, Bobby",91,19.8,0,0,0,0,0.039,0.125,0.095,0,17,84.9,5.2,2084,86.1,86.11,6,12,6,0,6.22,107,151,121,148,295,322,295,"3.6","-3.6"
18,553882,"Narváez, Omar",69,26.1,0.294,0.059,0.357,0.353,0.31,0.258,0.223,5,17,87,26.1,2224,90.2,90.59,2,16,2,0.3999999999999915,6.56,118,147,134,152,277,314,297,"-0.1","0.1"
18,663611,"Madrigal, Nick",56,32.1,0.278,0.111,0.294,0.389,0.292,0.246,0.26,5,18,89,-3,2298,88.6,88.72,1,18,0,0.10000000000000853,6.61,107,145,116,144,296,313,291,"-0.2","0.2"
17,628451,"Ibáñez, Andy",60,28.3,0.267,0,0.364,0.267,0.212,0.241,0.213,4,15,84,8.8,2180,86.3,81.74,4,15,2,-4.599999999999994,6.76,107,149,118,146,292,319,285,"0.9","-0.9"
17,596129,"Vogelbach, Daniel",89,19.1,0.167,0.083,0.25,0.25,0.336,0.279,0.095,2,12,85.8,21.8,2242,90.6,90.28,4,12,5,-0.29999999999999716,6.29,117,146,127,152,292,329,299,"-0.9","0.9"
16,596103,"Slater, Austin",74,21.6,0.083,0,0.1,0.083,0.233,0.367,0.251,1,12,89.9,10.7,2083,88.1,88.34,1,11,5,0.20000000000000284,6.51,102,149,118,143,302,324,296,"2.6","-2.6"
16,607732,"Stallings, Jacob",61,26.2,0.25,0.083,0.3,0.333,0.373,0.376,0.206,3,12,84.8,12.3,2134,90.2,90.88,0,10,6,0.8000000000000114,6.63,107,151,116,147,300,322,289,"-1.2","1.2"
15,518792,"Heyward, Jason",45,33.3,0.214,0,0.214,0.214,0.18,0.184,0.197,3,14,83.2,20.4,2344,87.1,86.68,1,15,0,-0.3999999999999915,5.95,112,143,115,151,301,324,300,"1.2","-1.2"
15,702616,"Holliday, Jackson",66,22.7,0.067,0,0.167,0.067,0.06,0.074,0.076,1,15,81,-8,2190,85.7,86.11,7,13,2,0.3999999999999915,6.61,112,148,122,152,293,323,304,"2.2","-2.2"
15,669304,"Miranda, Jose",63,23.8,0.154,0,0.222,0.154,0.217,0.217,0.134,2,13,91.8,10.1,2330,90.4,91.2,2,11,4,0.7999999999999972,6.71,110,152,123,147,300,333,290,"1.2","-1.2"
15,688363,"Pauley, Graham",68,22.1,0.133,0.2,0.143,0.333,0.198,0.166,0.166,2,15,88.9,24.3,2240,86.1,85.59,6,14,1,-0.5,6.17,122,147,119,152,283,319,298,"0.3","-0.3"
15,643265,"Cooper, Garrett",56,26.8,0.385,0.462,0.667,0.846,0.545,0.476,0.322,5,13,95.4,17.1,2313,90.1,90.28,5,12,3,0.20000000000000284,6.55,112,151,126,148,306,330,300,"-2.5","2.5"
15,571466,"Barnhart, Tucker",59,25.4,0.25,0,0.333,0.25,0.294,0.301,0.249,3,12,74.3,-18.9,2217,88.5,88.97,2,12,3,0.5,6.51,116,147,119,152,294,329,304,"0.3","-0.3"
14,677950,"Thomas, Alek",41,34.1,0.214,0.286,0.2,0.5,0.303,0.332,0.286,3,14,91.6,-2.3,1972,88.7,89.11,3,14,0,0.3999999999999915,6.49,99,144,110,149,297,325,302,"0","0"
14,644433,"Tromp, Chadwick",51,27.5,0.154,0.077,0.222,0.231,0.155,0.138,0.146,2,13,88.8,12.6,2167,86.2,86.45,5,14,0,0.29999999999999716,6.47,116,150,121,147,300,321,293,"0.5","-0.5"
14,640492,"Azocar, José",48,29.2,0.364,0,0.5,0.364,0.386,0.344,0.295,4,11,82.8,0,2162,88.3,88.19,3,12,2,-0.09999999999999432,6.41,109,149,117,148,296,311,281,"-2.5","2.5"
14,595909,"Cave, Jake",66,21.2,0.273,0.273,0.375,0.545,0.372,0.209,0.131,3,11,85.8,1,2363,90.1,90.83,1,9,5,0.7000000000000028,6.53,117,145,119,150,295,323,301,"-2.6","2.6"
14,608671,"Jankowski, Travis",46,30.4,0.333,0.333,0.333,0.667,0.468,0.26,0.158,4,12,77.5,-8.1,2150,89.2,89.61,1,11,3,0.3999999999999915,6.64,112,148,110,150,284,314,299,"-0.6","0.6"
14,668853,"Shenton, Austin",61,23,0.231,0.154,0.429,0.385,0.297,0.219,0.183,3,13,88.7,13.6,2160,89.7,90.04,4,11,3,0.29999999999999716,6.54,124,146,125,151,296,329,302,"-0.4","0.4"
13,621028,"Newman, Kevin",47,27.7,0.25,0.083,0.25,0.333,0.291,0.316,0.299,3,12,85.2,-4.3,2306,88.3,88.89,0,12,1,0.6000000000000085,6.49,110,148,113,143,307,330,295,"-0.4","0.4"
13,672279,"Siani, Michael",51,25.5,0.1,0.2,0.2,0.3,0.255,0.198,0.09,1,10,81.8,-16.3,2307,87.7,87.98,3,9,4,0.29999999999999716,6.45,119,148,104,149,288,316,304,"1.7","-1.7"
13,543309,"Higashioka, Kyle",45,28.9,0.154,0.231,0.2,0.385,0.228,0.175,0.117,2,13,90.9,6,1914,88.3,88.81,4,11,2,0.5,6.67,105,146,117,141,293,315,291,"1.4","-1.4"
13,543063,"Crawford, Brandon",58,22.4,0.091,0,0.167,0.091,0.178,0.195,0.109,1,11,92.4,22.3,2125,89,89.24,4,10,3,0.20000000000000284,6.47,110,144,119,151,289,319,301,"1.5","-1.5"
13,596117,"Stubbs, Garrett",39,33.3,0.167,0,0.222,0.167,0.193,0.225,0.189,2,12,73.6,11.2,2194,87.3,87.15,3,12,1,-0.09999999999999432,6.14,113,143,105,149,286,318,295,"-0.1","0.1"
13,666149,"Fitzgerald, Tyler",52,25,0.417,0.333,0.833,0.75,0.516,0.301,0.286,5,12,86.9,17.3,1984,86.2,85.95,3,9,4,-0.20000000000000284,6.34,100,152,117,145,299,321,291,"-1.7","1.7"
13,663698,"Bart, Joey",57,22.8,0.4,0.7,0.4,1.1,0.649,0.59,0.372,4,10,91.4,4.9,2399,89.3,89.45,2,9,4,0.10000000000000853,6.44,101,147,119,143,305,319,285,"-3.3","3.3"
12,663457,"Nootbaar, Lars",52,23.1,0.222,0.333,0.143,0.556,0.424,0.466,0.288,2,9,88.8,0.9,2236,88.7,89.09,1,9,3,0.3999999999999915,6.59,110,147,112,150,301,325,300,"-1.6","1.6"
12,621563,"Wendle, Joey",48,25,0.182,0,0.222,0.182,0.209,0.238,0.182,2,11,87.3,19.9,2335,88.1,88.03,1,10,2,-0.09999999999999432,6.4,112,145,120,151,284,317,299,"0.8","-0.8"
12,664874,"Zavala, Seby",51,23.5,0,0,0,0,0,0.196,0.163,0,12,85.2,12.4,2248,88.6,89.42,3,10,2,0.8000000000000114,6.77,104,154,122,146,304,325,288,"3.1","-3.1"
11,650391,"Jiménez, Eloy",38,28.9,0.182,0,0.222,0.182,0.164,0.273,0.284,2,11,88.6,6.9,2307,88.2,79.77,1,10,1,-8.400000000000006,6.51,111,149,120,145,307,329,283,"2.3","-2.3"
11,572761,"Carpenter, Matt",43,25.6,0.3,0,0.429,0.3,0.27,0.217,0.187,3,10,72.9,43.9,2288,90,90.54,1,9,2,0.5,6.55,121,146,118,151,291,317,299,"0.7","-0.7"
11,605131,"Barnes, Austin",56,19.6,0.333,0,0.6,0.333,0.374,0.285,0.197,3,9,79.6,22.2,2331,92.2,92.85,2,7,4,0.5999999999999943,6.69,112,153,120,149,303,313,285,"0.2","-0.2"
11,669352,"Thompson, Bubba",41,26.8,0.182,0.091,0.4,0.273,0.198,0.274,0.245,2,11,90.2,6.2,2346,88.5,88.67,5,10,1,0.20000000000000284,6.45,99,148,110,146,295,319,280,"1.7","-1.7"
11,668800,"Knizner, Andrew",43,25.6,0,0,0,0,0,0.124,0.132,0,11,90.7,19.9,1949,86.7,86.74,2,9,2,0,6.36,100,152,119,146,303,319,284,"1.6","-1.6"
10,680118,"Blanco, Dairon",37,27,0,0,0,0,0.215,0.494,0.273,0,7,77.2,17.3,2133,89.3,89.59,1,7,3,0.29999999999999716,6.46,110,152,119,148,303,323,290,"0.4","-0.4"
10,678489,"Barrosa, Jorge",33,30.3,0.2,0.1,0.222,0.3,0.218,0.387,0.386,2,10,80.1,13.4,2319,91.3,91.35,1,10,0,0,6.27,111,151,104,150,297,328,289,"0.2","-0.2"
10,663757,"Grisham, Trent",40,25,0,0,0,0,0.079,0.32,0.184,0,8,88.2,26,2296,88.4,88.79,2,7,3,0.5,6.5,113,144,108,148,284,314,291,"1.1","-1.1"
10,661531,"Serven, Brian",45,22.2,0,0,0,0,0.145,0.2,0.072,0,8,61.2,-1.5,2237,88.3,88.15,3,7,3,-0.09999999999999432,6.39,113,150,120,146,296,325,285,"1.8","-1.8"
10,668832,"McCann, Kyle",42,23.8,0.143,0,0.25,0.143,0.302,0.354,0.209,1,7,75.6,-8.8,2229,89.7,89.93,3,7,3,0.20000000000000284,6.64,118,147,124,152,292,318,298,"0.2","-0.2"
9,643393,"Kemp, Tony",37,24.3,0,0,0,0,0,0.143,0.142,0,9,76.2,15,2022,90.1,90.27,1,9,0,0.20000000000000284,6.59,107,146,113,152,280,317,293,"1.9","-1.9"
9,655316,"Monasterio, Andruw",37,24.3,0,0,0,0,0.157,0.329,0.156,0,7,83.8,18.2,2384,84.4,84.7,1,7,2,0.29999999999999716,6.43,108,151,122,147,306,319,283,"1.4","-1.4"
9,666197,"Kessinger, Grae",39,23.1,0,0,0,0,0,0.066,0.062,0,9,71.9,-7.4,2168,86.5,86.67,4,9,0,0.20000000000000284,6.61,115,152,117,146,290,323,292,"2.7","-2.7"
8,670156,"Mastrobuoni, Miles",30,26.7,0,0,0,0,0.088,0.22,0.161,0,7,87.6,28.4,2506,91.5,90.9,2,7,1,-0.5999999999999943,6.09,121,142,115,149,287,316,300,"1.5","-1.5"
8,665506,"Pache, Cristian",35,22.9,0.167,0,0.333,0.167,0.289,0.288,0.159,1,6,89.5,7.3,2240,87.4,87.59,2,5,3,0.29999999999999716,6.45,106,151,110,147,298,321,289,"0.4","-0.4"
8,681146,"Bride, Jonah",29,27.6,0.143,0,0.2,0.143,0.201,0.229,0.166,1,7,80.8,13.6,2079,87,86.75,1,6,2,-0.20000000000000284,6.26,110,148,116,146,305,315,286,"1.3","-1.3"
8,665923,"Ruiz, Esteury",32,25,0.429,0.429,0.429,0.857,0.474,0.255,0.242,3,7,86.6,12.1,2222,85.5,85.89,1,8,0,0.4000000000000057,6.59,102,154,108,147,295,305,288,"-0.2","0.2"
7,624641,"Sosa, Edmundo",23,30.4,0.429,0.429,0.4,0.857,0.553,0.46,0.344,3,7,88.6,23.5,2255,84.6,84.8,1,7,0,0.20000000000000284,6.5,106,152,115,146,299,321,289,"-1.5","1.5"
7,642136,"Thaiss, Matt",34,20.6,0.5,0.167,0.75,0.667,0.541,0.402,0.349,3,6,96.1,28,2216,88.7,88.71,1,5,2,0,6.33,119,148,130,153,292,323,303,"-0.4","0.4"
6,670097,"Short, Zack",25,24,0.2,0,0.333,0.2,0.18,0.22,0.239,1,5,75.3,4.3,2339,87.7,88.13,2,6,0,0.5,6.65,100,151,117,146,294,319,287,"0.4","-0.4"
6,672761,"Pérez, Wenceel",25,24,0.4,0.2,0.667,0.6,0.481,0.35,0.293,2,5,84.1,-6.3,2164,92.6,93.2,0,3,3,0.6000000000000085,6.68,109,147,122,150,296,322,282,"-1.1","1.1"
6,676701,"Trejo, Alan",26,23.1,0,0,0,0,0,0.164,0.157,0,6,91.5,22,2282,93,94.1,1,6,0,1.0999999999999943,6.68,109,153,118,148,300,321,288,"1.5","-1.5"
5,669392,"Taylor, Samad",14,35.7,0.4,0,0.5,0.4,0.36,0.171,0.187,2,5,75.5,12,2182,90.7,91.3,1,5,0,0.5999999999999943,6.76,100,148,110,147,303,309,289,"-0.2","0.2"
5,645302,"Robles, Victor",31,16.1,0,0,0,0,0.424,0.444,0.054,0,2,82.3,28,2306,86.8,87.08,1,2,3,0.29999999999999716,6.68,102,150,108,147,295,313,287,"-0.3","0.3"
5,641511,"Delay, Jason",13,38.5,0,0,0,0,0.177,0.359,0.203,0,3,68.9,30.3,2148,89.8,90.36,0,4,1,0.6000000000000085,6.84,107,148,108,141,291,313,274,"-0.1","0.1"
5,673995,"Wendzel, Davis",11,45.5,0,0,0,0,0,0.109,0.093,0,5,89,32.2,2091,90.9,91.06,0,5,0,0.19999999999998863,6.46,93,151,117,146,299,321,297,"1.2","-1.2"
5,621545,"Remillard, Zach",22,22.7,0.2,0,0.5,0.2,0.18,0.104,0.113,1,5,61.8,-28.5,2438,86.3,86.8,3,5,0,0.5,6.76,105,149,120,148,299,321,278,"0.2","-0.2"
5,592348,"Goodrum, Niko",24,20.8,0,0,0,0,0.141,0.173,0.041,0,4,81.3,-26.5,2186,90.6,90.34,2,4,1,-0.29999999999999716,6.34,113,148,119,150,289,324,300,"1","-1"
5,663853,"Gonzalez, Romy",17,29.4,0.25,0,0.333,0.25,0.322,0.4,0.294,1,4,91.7,-5,2243,85,84.54,1,4,1,-0.5,6.22,110,151,118,146,279,320,306,"-0.5","0.5"
4,666211,"Trammell, Taylor",12,33.3,0,0,0,0,0,0.069,0.076,0,4,74.6,44,2143,89.9,91.58,0,3,1,1.7999999999999972,7.1,122,146,113,155,291,321,301,"0.8","-0.8"
4,682641,"Matos, Luis",12,33.3,0,0,0,0,0,0.194,0.199,0,4,85.6,-2.5,2146,90.3,90.03,0,4,0,-0.29999999999999716,6.42,114,154,127,149,297,317,294,"1.1","-1.1"
3,669221,"Murphy, Sean",8,37.5,0,0,0,0,0,0.086,0.096,0,3,89.1,31.5,2504,90,90.87,1,3,0,0.9000000000000057,6.8,93,146,124,146,288,324,287,"0.2","-0.2"
3,686452,"Millas, Drew",8,37.5,0.333,0,0.333,0.333,0.3,0.176,0.194,1,3,68.4,-54.3,2290,87.9,88.13,0,3,0,0.19999999999998863,6.5,109,146,112,150,270,314,303,"0.5","-0.5"
3,680474,"Schuemann, Max",19,15.8,0,0,0,0,0,0.074,0.07,0,3,95.2,-8,2246,94.2,94.67,1,2,1,0.5,7.07,102,150,117,145,291,330,295,"0.8","-0.8"
3,686894,"Wiemer, Joey",12,25,0,0,0,0,0,0.02,0.02,0,3,75.9,20,2616,91.8,92.17,0,2,1,0.4000000000000057,6.43,113,141,118,138,306,317,286,"0.9","-0.9"
2,679822,"Foscue, Justin",8,25,0.5,0,0.5,0.5,0.45,0.134,0.147,1,2,89.3,31,2289,94.6,94.65,0,2,0,0.20000000000000284,6.5,113,155,121,146,299,312,289,"-0.7","0.7"
2,664954,"Sullivan, Brett",9,22.2,0,0,,0,0,0,,0,2,,,2504,89.3,89.4,2,2,0,0.10000000000000853,6.5,122,146,132,153,281,315,298,"0.6","-0.6"
2,668904,"Lewis, Royce",6,33.3,1,1.5,1,2.5,1.484,1.268,0.871,2,2,93.1,25,2245,92.8,92.3,0,2,0,-0.5,6.15,102,151,123,147,316,327,293,"-1.4","1.4"
2,683083,"Nuñez, Nasim",7,28.6,0,0,0,0,0,0.137,0.151,0,2,94.2,-15.5,1948,91.2,91.95,0,2,0,0.7999999999999972,6.4,99,145,102,151,296,317,279,"0","0"
1,693049,"Colás, Oscar",2,50,0,0,0,0,0,0.042,0.047,0,1,79.3,-14,1132,87.2,87.6,0,1,0,0.3999999999999915,6.5,124,148,111,141,287,307,278,"0.3","-0.3"
1,543518,"McGough, Scott",4,25,0,0,,0,0,0,,0,1,,,2346,94.6,94.7,0,0,1,0.10000000000000853,6.4,122,152,122,152,269,283,248,"0.7","-0.7"
1,663330,"Jones, Jahmai",3,33.3,0,0,,0,0,0,,0,1,,,2411,80.8,78.8,0,0,1,-2,5.2,86,143,112,137,286,313,281,"0.2","-0.2"
1,686780,"Pagés, Pedro",5,20,0,0,,0,0,0,,0,1,,,2624,84.1,84.6,1,1,0,0.5,6.4,116,153,127,148,310,321,290,"0.2","-0.2"
1,657088,"Wall, Forrest",1,100,0,0,0,0,0,0.424,0.465,0,1,96,0,1968,91.7,91.8,0,1,0,0.09999999999999432,6,127,150,128,152,297,325,308,"0.5","-0.5"